District,Neighborhood,Adrtisement_Date,m²_(Gross),m²_(Net),Number_of_rooms,Building_Age,Floor_location,Number_of_floors,Heating,Number_of_bathrooms,Balcony,Furnished,Using_status,Available_for_Loan,From_who,Swap,Front_West,Front_East,Front_South,Front_North,ADSL,Wood_Joinery,Smart_House,Alarm_(Thief),Alarm_(Fire),Alaturka_Toilet,Aluminum_joinery,American_Door,American_kitchen,Built-in_on,Elevator,Balcony.1,Barbecue,Household_appliances,Painted,Dishwasher,Refrigerator,Wall_paper,Shower,Parents'_Bathroom,Fiber_Internet,On,Dressing_room,Closet,Video_intercom,Hilton_Bathroom,Intercom_System,Insulating_glass,Jacuzzi,Plasterboard,Cellar,Air_conditioning,Tub,Laminate_Floor,Marley,Furniture,Kitchen_(Built-in),Kitchen_(Laminate),Kitchen_Natural_Gas,PVC_Joinery,Blinds,Parquet_Floor,Ceramic_Floor,Set_Top_Cooker,Spot_Lighting,Terrace,Thermosiphon,Cloakroom,Wi-Fi,Face_Recognition_&_Fingerprint,Washing_Machine,Washing_machine,Laundry_room,Steel_door,Water_heater,Fireplace,Elevator.1,Steam_room,Security,Bath,Booster,Thermal_Insulation,Generator,Cable_TV,Closed_Garage,Doorman,Nursery,With_Private_Pool,Car_park,Playground,Sauna,Sound_insulation,Siding,Sports_Area,Water_tank,Tennis_court,Satellite,Fire_escape,Swimming_Pool_(Open),Swimming_Pool_(Indoor),Parking_Lot,Elevator.2,Bathroom,Wide_Corridor,Entrance_/_Ramp,Stairs,Kitchen,Room_door,Park,Socket_/_Electric_Switch,Handle_/_Railing,Toilet,Swimming_pool,The_mall,municipality,Mosque,Cemevi,Next_to_sea_shore,Pharmacy,Amusement_center,Fair,Hospital,Synagogue,The_church,High_school,Market,Park.1,Police_station,The_health_clinic,District_Market,Gym,Unirsity,Primary_School-Secondary_School,Fire_Department,Town_center,Highway,Eurasia_Tunnel,Bosphorus_Bridges,Street,Sea_bus,Filled,E-5,Airport,Marmaray,Metro,Metrobus,Minibus,Bus_stop,Coast,TEM,Cable_car,Tram,Railway_station,Trolley_bus,Scaffolding,Throat,Sea,Nature,Lake,Pool,Park_&_​​Green_Area,City,Mezzanine,Mezzanine_Duplex,Garden_Duplex,Garden_Floor,Garden,Top_floor,Garage_/_Shop_Top,Entrance_floor,Floor_Duplex,Private_Entry,Rerse_Duplex,Triplex,Ground_floor,Roof_Duplex,Pick_Up_Data_Time,y_true_tl,y_pred_tl,abs_error_tl
Sarıyer,Tarabya Mah.,23.12.2019,140,135.0,3+1,3,1,3,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4309999.999999996,1010581.5429301537,3299418.4570698426
Sarıyer,İstinye Mh.,04.01.2020,194,155.0,3+1,5-10 between,3,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4999999.999999999,1706950.2327071032,3293049.767292896
Bakırköy,Şenlikköy Mh.,31.12.2019,360,350.0,4+1,16-20 between,3,4,Natural Gas (Combi),4,Available,No,Property owner,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4500000.000000002,1207024.1007017342,3292975.8992982674
Beylikdüzü,Kavaklı Mh.,04.01.2020,460,450.0,7+2,0,Villa type,3,Natural Gas (Combi),4,Available,No,Free,Yes,From the construction company,Yes,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,01.10.2020,3850000.0000000005,618191.1045448342,3231808.895455166
Bakırköy,Yeşilköy Mh.,06.01.2020,180,160.0,4+1,0,2,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,01.10.2020,4599999.999999998,1401247.697746125,3198752.302253873
Beyoğlu,Ömer Avni Mh.,01.01.2020,100,100.0,2+1,31  and more than,1,5,Natural Gas (Combi),1,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4000000.0000000005,818622.4357466066,3181377.564253394
Kadıköy,Suadiye Mah.,02.01.2020,302,245.0,5+1,0,5,8,Natural Gas (Combi),4,Absent,No,Free,Yes,From the real estate office,No,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,4500000.000000002,1362275.9822418236,3137724.0177581785
Beyoğlu,Şahkulu Mh.,11.12.2019,200,180.0,3+1,31  and more than,Entrance floor,5,Natural Gas (Combi),2,Absent,No,Tenant,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3900000.000000001,788283.4447557307,3111716.5552442702
Adalar,Nizam Mh.,03.01.2020,370,350.0,4+2,21-25 between,3,3,Natural Gas (Combi),3,Available,Yes,Free,Yes,From the real estate office,Yes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3799999.9999999995,700121.9004478952,3099878.0995521042
Ataşehir,Barbaros Mah.,06.01.2020,354,265.0,5+1,5-10 between,22,22,Underfloor heating,3,Absent,No,Property owner,Yes,From the real estate office,Yes,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4250000.000000002,1159090.3175018365,3090909.6824981654
Beşiktaş,Ulus Mah.,05.01.2020,220,200.0,4+1,16-20 between,3,5,Underfloor heating,2,Available,No,Property owner,Yes,From the real estate office,No,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,01.10.2020,4949999.999999997,1895256.8090898106,3054743.1909101866
Sarıyer,Maslak Mah.,02.01.2020,198,135.0,3+1,2,30  and more than,30  and more than,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,01.08.2020,4099999.999999998,1085095.7866400315,3014904.213359967
Sarıyer,İstinye Mh.,30.12.2019,292,240.0,4+1,5-10 between,Penthouse,4,Natural Gas (Combi),4,Available,No,Tenant,Yes,From the real estate office,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4750000.000000003,1744877.0641302709,3005122.935869732
Ataşehir,Atatürk Mh.,02.01.2020,225,180.0,3+1,0,10,28,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4099999.999999998,1117321.203495302,2982678.796504696
Sarıyer,Maden Mah.,31.12.2019,275,260.0,4+1,1,Garden Floor,2,Natural Gas (Combi),3,Available,No,Free,Yes,From the construction company,Yes,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,01.08.2020,4099999.999999998,1193016.2094782535,2906983.7905217446
Ataşehir,Küçükbakkalköy Mh.,02.01.2020,220,197.0,4+1,5-10 between,Garden Floor,3,Center (Share Meter),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3799999.9999999995,915244.0072806887,2884755.992719311
Kadıköy,Erenköy Mh.,03.01.2020,230,184.0,4+1,0,11,12,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,4000000.0000000005,1142430.4526606577,2857569.5473393425
Beykoz,Kanlıca Mh.,06.01.2020,110,100.0,2+1,26-30 between,3,4,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3499999.9999999995,644161.0597566206,2855838.940243379
Bakırköy,Ataköy 2-5-6. Kısım Mh.,03.01.2020,174,148.0,3+1,5-10 between,3,6,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,4250000.000000002,1425803.098074502,2824196.9019254996
Bakırköy,Yeşilköy Mh.,06.01.2020,280,220.0,4+2,0,4,4,Natural Gas (Combi),3,Available,No,Free,Yes,From the real estate office,No,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,01.10.2020,4500000.000000002,1729105.9465271656,2770894.0534728365
Beşiktaş,Etiler Mah.,06.01.2020,180,160.0,4+1,0,Garden Floor,5,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,01.10.2020,4199999.999999997,1440891.7882619926,2759108.2117380043
Bakırköy,Yeşilköy Mh.,02.01.2020,143,123.0,3+1,0,3,5,Natural Gas (Combi),2,Available,No,Free,Yes,From owner,No,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.10.2020,3750000.0000000023,1010408.4559206563,2739591.544079346
Beykoz,Kanlıca Mh.,18.12.2019,155,150.0,3+1,21-25 between,Garden Floor,3,Natural Gas (Combi),2,Available,No,Free,Yes,From the real estate office,No,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,01.10.2020,3499999.9999999995,764167.003314388,2735832.9966856115
Sarıyer,İstinye Mh.,25.12.2019,180,145.0,2+1,0,2,3,Fancoil Ünitesi,2,Available,No,Free,Yes,From the real estate office,No,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.08.2020,4474999.999999998,1767193.4365789725,2707806.563421026
Şişli,Teşvikiye Mh.,29.12.2019,170,135.0,3+1,2,Penthouse,5,Center (Share Meter),2,Available,No,Free,Yes,From the real estate office,No,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.08.2020,4050000.0000000033,1357807.2088733194,2692192.791126684
Beyoğlu,Cihangir Mah.,19.12.2019,160,140.0,2+1,1,Penthouse,7,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.10.2020,3499999.9999999995,829702.3661469744,2670297.6338530253
Şişli,Teşvikiye Mh.,03.01.2020,240,220.0,4+2,26-30 between,4,4,Natural Gas (Combi),2,Available,No,Property owner,Yes,From the real estate office,No,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.08.2020,4000000.0000000005,1329825.7154553933,2670174.284544607
Kadıköy,Suadiye Mah.,02.01.2020,170,130.0,4+1,0,13,15,Center (Share Meter),3,Available,No,Free,Yes,From the real estate office,No,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01.07.2020,3799999.9999999995,1144158.8703572666,2655841.129642733
Sarıyer,Tarabya Mah.,22.12.2019,285,240.0,4+1,5-10 between,2,2,Center (Share Meter),3,Available,No,Tenant,Yes,From the real estate office,No,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01.08.2020,4700000.000000004,2044866.8462571132,2655133.153742891
